date,material_id,transaction_type,quantity,unit,supplier_id,unit_price,po_number
2023-09-23,M11,receipt,115,Kg,SUP05,24590,PUR69888
2023-10-10,M05,receipt,13,rolls,SUP02,22936,PUR87663
2023-03-02,M06,receipt,17,Kg,SUP03,22641,PUR19423
2023-07-17,M09,issue,263,kg,,24655,
2023-05-22,M01,issue,23,pcs,,22096,
2023-03-11,M12,receipt,350,KG,SUP06,22114,PUR11100
2023-05-26,M14,receipt,11,roll,SUP07,22431,PUR42637
2023-03-16,M12,receipt,441,Kg,SUP06,22566,PUR20265
2023-03-21,M05,issue,35,pcs,,23711,
2023-01-30,M01,issue,13,pcs,,23558,
2023-03-16,M03,issue,17,pcs,,21101,
2023-02-26,M08,receipt,59,kg,SUP04,25244,PUR77516
2023-01-20,M04,issue,26,pcs,,24165,
2023-03-11,M06,return,426,kgs,,21645,
2023-07-31,M03,issue,20,pcs,,22774,
2023-11-23,M02,return,1,rolls,,21244,
2023-04-17,M02,issue,45,Rolls,,21022,
2023-10-24,M02,issue,22,nos,,22439,
2023-11-30,M11,writeoff,473,kgs,,22762,
2023-11-28,M03,issue,25,Rolls,,22728,
2023-05-04,M05,issue,19,roll,,23497,
2023-09-16,M03,issue,48,rolls,,22653,
2023-11-26,M05,receipt,21,rolls,SUP02,22705,PUR54923
2023-01-04,M12,receipt,400,kilograms,SUP06,24787,PUR31208
2023-08-12,M09,receipt,128,kilograms,SUP05,22684,PUR53431
2023-02-13,M08,receipt,368,kg,SUP04,23675,PUR34251
2023-03-04,M08,issue,436,kg,,25461,
2023-06-29,M06,receipt,473,kgs,SUP03,24893,PUR58906
2023-10-10,M06,issue,313,Kg,,22796,
2023-07-08,M12,writeoff,328,KG,,22824,
2023-06-12,M05,issue,9,Rolls,,22280,
2023-10-10,M08,issue,82,Kg,,22703,
2023-11-26,M13,receipt,37,Rolls,SUP07,23737,PUR96920
2023-03-21,M03,issue,5,pcs,,23295,
2023-07-16,M08,writeoff,406,Kg,,22055,
2023-05-15,M11,receipt,26,KG,SUP05,23035,PUR74309
2023-05-06,M09,receipt,158,kg,SUP05,22543,PUR27981
2023-02-01,M12,issue,40,KG,,24706,
2023-02-03,M03,issue,2,Rolls,,20722,
2023-02-03,M02,issue,28,roll,,22167,
2023-02-12,M14,issue,16,roll,,23032,
2023-01-15,M11,receipt,181,Kg,SUP05,24474,PUR27450
2023-01-13,M08,writeoff,228,KG,,21837,
2023-08-27,M12,issue,328,kgs,,24916,
2023-10-26,M11,receipt,489,kilograms,SUP05,23598,PUR56076
2023-08-12,M07,receipt,49,Kg,SUP03,21639,PUR55568
2023-08-11,M01,return,40,roll,,23400,
2023-08-17,M07,receipt,107,kgs,SUP03,22270,PUR76326
2023-08-15,M01,return,7,rolls,,23372,
2023-06-10,M14,issue,43,rolls,,25014,
2023-04-05,M13,issue,3,Rolls,,21936,
2023-09-05,M02,issue,47,rolls,,22083,
2023-07-09,M03,issue,47,pcs,,21575,
2023-03-12,M04,receipt,49,Rolls,SUP02,23356,PUR49916
2023-07-28,M04,issue,28,rolls,,22759,
2023-08-30,M12,return,357,Kg,,22346,
2023-01-21,M07,receipt,68,kgs,SUP03,21837,PUR18905
2023-07-09,M13,issue,35,nos,,25244,
2023-10-26,M08,issue,477,kg,,22427,
2023-11-28,M08,issue,489,Kg,,25397,
2023-04-04,M09,issue,164,kgs,,21590,
2023-04-02,M04,issue,22,roll,,24360,
2023-05-27,M09,receipt,389,kgs,SUP05,23435,PUR68455
2023-08-25,M02,receipt,32,pcs,SUP01,22347,PUR78047
2023-11-27,M11,issue,331,kgs,,22024,
2023-09-12,M02,return,17,pcs,,23518,
2023-01-31,M05,issue,47,Rolls,,23883,
2023-09-18,M14,issue,17,pcs,,21824,
2023-04-29,M05,issue,39,nos,,25269,
2023-08-08,M04,issue,19,rolls,,22363,
2023-08-23,M09,receipt,71,kg,SUP05,23262,PUR63361
2023-09-08,M02,receipt,42,nos,SUP09,21831,PUR68379
2023-08-02,M08,issue,275,kgs,,24654,
2023-03-06,M05,issue,16,nos,,24719,
2023-11-24,M04,receipt,41,rolls,SUP02,23211,PUR51634
2023-05-26,M07,receipt,429,kg,SUP03,22253,PUR46344
2023-11-21,M11,receipt,185,Kg,SUP05,24467,PUR88272
2023-01-16,M08,receipt,317,kgs,SUP04,24829,PUR72414
2023-06-08,M08,receipt,182,Kg,SUP04,25587,PUR13512
2023-04-11,M01,issue,50,rolls,,24651,
2023-08-30,M05,issue,23,Rolls,,24294,
2023-04-04,M03,issue,41,pcs,,22930,
2023-03-07,M06,issue,36,Kg,,22835,
2023-11-27,M06,issue,177,KG,,24819,
2023-08-29,M14,issue,41,roll,,23306,
2023-03-21,M06,issue,167,kgs,,25070,
2023-05-19,M03,receipt,29,Rolls,SUP01,21920,PUR76228
2023-03-20,M12,issue,104,kg,,21607,
2023-01-02,M01,issue,19,nos,,24554,
2023-08-23,M10,issue,202,KG,,22007,
2023-02-24,M03,receipt,33,roll,SUP09,22549,PUR16173
2023-04-29,M10,issue,97,kgs,,22144,
2023-05-03,M01,issue,8,Rolls,,23859,
2023-11-15,M10,issue,414,KG,,21347,
2023-01-01,M01,issue,47,nos,,22272,
2023-10-18,M01,issue,41,nos,,21314,
2023-06-21,M11,receipt,276,kilograms,SUP05,22794,PUR97745
2023-07-23,M06,issue,307,Kg,,25047,
2023-01-14,M05,issue,44,rolls,,22585,
2023-07-12,M01,receipt,26,nos,SUP01,23908,PUR48990
2023-07-30,M01,return,16,Rolls,,24723,
2023-07-05,M03,issue,45,rolls,,24605,
2023-03-05,M14,receipt,25,pcs,SUP07,23064,PUR85573
2023-09-25,M07,issue,191,kgs,,22338,
2023-04-19,M02,return,12,roll,,21664,
2023-01-24,M01,receipt,14,roll,SUP01,21172,PUR69694
2023-03-15,M08,issue,248,kilograms,,22659,
2023-11-02,M10,return,477,Kg,,22688,
2023-07-24,M10,issue,487,kgs,,21813,
2023-07-23,M03,receipt,6,rolls,SUP09,22651,PUR94036
2023-09-29,M08,receipt,499,kgs,SUP04,22494,PUR25477
2023-04-16,M02,issue,42,rolls,,22362,
2023-10-25,M03,receipt,14,Rolls,SUP01,22829,PUR57724
2023-08-27,M03,issue,22,nos,,20841,
2023-09-26,M05,issue,26,rolls,,24561,
2023-05-16,M04,receipt,36,roll,SUP08,23886,PUR81943
2023-05-23,M05,issue,46,rolls,,22580,
2023-07-07,M07,issue,333,Kg,,22652,
2023-05-07,M03,receipt,43,Rolls,SUP09,23068,PUR17299
2023-06-02,M03,issue,5,nos,,23696,
2023-01-18,M07,receipt,252,Kg,SUP03,24120,PUR19549
2023-11-09,M01,issue,43,nos,,23954,
2023-07-07,M11,receipt,160,Kg,SUP05,22094,PUR44758
2023-01-17,M04,receipt,40,Rolls,SUP08,23800,PUR70083
2023-04-16,M01,issue,27,roll,,24038,
2023-05-02,M14,receipt,12,nos,SUP07,24212,PUR62034
2023-06-16,M11,issue,14,kgs,,22960,
2023-07-02,M09,receipt,53,kg,SUP05,23453,PUR63031
2023-05-01,M06,receipt,451,KG,SUP03,22095,PUR73598
2023-03-01,M10,issue,426,kg,,22625,
2023-04-03,M09,issue,318,Kg,,23970,
2023-04-02,M03,receipt,5,pcs,SUP09,22320,PUR28299
2023-11-07,M13,issue,23,Rolls,,22557,
2023-10-10,M09,issue,179,kgs,,24295,
2023-07-19,M14,receipt,32,rolls,SUP07,22787,PUR99081
2023-05-13,M08,issue,440,Kg,,23753,
2023-05-01,M14,receipt,28,nos,SUP07,21185,PUR86717
2023-05-25,M09,issue,273,kg,,21880,
2023-04-10,M12,receipt,271,kgs,SUP06,21980,PUR93297
2023-11-21,M02,issue,12,pcs,,24418,
2023-07-27,M07,issue,339,kgs,,23499,
2023-01-12,M01,receipt,38,nos,SUP08,22362,PUR54027
2023-01-26,M04,issue,10,Rolls,,23080,
2023-04-14,M06,issue,347,kgs,,24668,
2023-01-03,M01,issue,10,pcs,,23145,
2023-04-24,M01,issue,6,nos,,21934,
2023-04-21,M03,receipt,19,nos,SUP01,22501,PUR75381
2023-10-24,M14,receipt,41,Rolls,SUP07,21717,PUR75968
2023-10-20,M10,issue,143,Kg,,21259,
2023-03-06,M08,receipt,136,kilograms,SUP04,24605,PUR61802
2023-09-19,M12,receipt,82,KG,SUP06,24167,PUR13903
2023-09-21,M11,receipt,410,kg,SUP05,24283,PUR90179
2023-08-02,M09,issue,350,kg,,23109,
2023-09-17,M01,receipt,39,rolls,SUP01,23038,PUR44442
2023-04-29,M01,receipt,47,nos,SUP08,21574,PUR29214
2023-06-18,M05,receipt,12,Rolls,SUP02,23869,PUR88943
2023-09-08,M05,issue,9,Rolls,,24711,
2023-09-05,M12,receipt,104,KG,SUP06,24755,PUR23357
2023-06-28,M13,issue,10,Rolls,,22858,
2023-07-20,M01,receipt,38,pcs,SUP01,21618,PUR84278
2023-02-19,M08,issue,370,kg,,24344,
2023-02-05,M07,issue,12,kgs,,23618,
2023-06-01,M07,issue,411,kilograms,,22710,
2023-10-25,M02,issue,28,nos,,24260,
2023-06-24,M12,issue,175,kgs,,24543,
2023-07-27,M03,receipt,48,nos,SUP09,21908,PUR18611
2023-02-13,M11,issue,477,KG,,25428,
2023-08-21,M03,receipt,13,Rolls,SUP01,23678,PUR86408
2023-05-15,M12,issue,178,kgs,,24881,
2023-07-30,M06,return,231,KG,,23709,
2023-09-18,M12,receipt,473,Kg,SUP06,24313,PUR59573
2023-08-04,M08,return,191,Kg,,24159,
2023-10-25,M10,return,492,kg,,24536,
2023-07-31,M10,issue,236,kilograms,,22275,
2023-03-12,M01,receipt,25,Rolls,SUP08,21975,PUR84986
2023-06-27,M12,receipt,443,kg,SUP06,22272,PUR69023
2023-05-18,M11,issue,464,KG,,24540,
2023-06-01,M05,writeoff,7,pcs,,25375,
2023-04-12,M07,issue,264,kg,,23295,
2023-05-20,M08,receipt,102,KG,SUP04,22214,PUR34370
2023-11-27,M11,issue,424,kg,,24691,
2023-09-03,M13,receipt,33,Rolls,SUP07,21926,PUR40484
2023-02-23,M05,issue,21,nos,,22300,
2023-10-30,M01,receipt,35,roll,SUP08,21818,PUR11932
2023-05-01,M09,receipt,252,KG,SUP05,21471,PUR49114
2023-06-15,M06,issue,121,kg,,22634,
2023-04-14,M11,issue,125,Kg,,22024,
2023-02-09,M12,issue,354,kilograms,,25034,
2023-07-14,M11,writeoff,486,KG,,25059,
2023-05-14,M04,receipt,41,nos,SUP08,21444,PUR44140
2023-05-05,M14,writeoff,11,pcs,,22453,
2023-07-30,M05,issue,37,pcs,,25835,
2023-03-17,M03,receipt,26,rolls,SUP01,24440,PUR84660
2023-05-11,M11,receipt,405,Kg,SUP05,24013,PUR32770
2023-06-27,M09,return,70,kgs,,23818,
2023-02-21,M09,issue,349,kilograms,,23696,
2023-08-07,M09,writeoff,199,KG,,24913,
2023-04-11,M05,receipt,20,rolls,SUP02,23206,PUR64818
2023-04-22,M06,issue,232,kilograms,,21787,
2023-08-27,M13,issue,25,roll,,21881,
2023-01-06,M07,issue,149,Kg,,22366,
2023-01-11,M04,receipt,49,nos,SUP02,23832,PUR60142
2023-09-13,M08,issue,257,Kg,,21636,
2023-07-11,M07,receipt,421,KG,SUP03,21698,PUR24158
2023-11-01,M08,receipt,448,Kg,SUP04,21621,PUR91499
2023-11-01,M13,receipt,29,nos,SUP07,22123,PUR45763
2023-03-28,M02,receipt,13,pcs,SUP01,21195,PUR94523
2023-10-10,M07,return,170,kgs,,24423,
2023-07-17,M12,return,261,Kg,,25037,
2023-03-01,M05,issue,10,pcs,,24501,
2023-03-03,M06,issue,181,kgs,,22669,
2023-07-20,M13,issue,28,rolls,,22006,
2023-10-05,M05,receipt,4,roll,SUP02,22815,PUR26475
2023-06-22,M14,issue,23,roll,,22930,
2023-11-20,M07,receipt,307,kg,SUP03,22584,PUR43816
2023-02-01,M03,issue,23,pcs,,22266,
2023-01-29,M04,issue,33,Rolls,,22448,
2023-09-17,M11,issue,105,kilograms,,22533,
2023-03-18,M02,return,40,pcs,,22680,
2023-06-08,M08,receipt,487,KG,SUP04,23090,PUR90949
2023-11-07,M10,issue,461,kgs,,23788,
2023-09-20,M08,issue,272,Kg,,25434,
2023-10-22,M07,receipt,82,KG,SUP03,22747,PUR39698
2023-04-11,M08,receipt,217,kgs,SUP04,22343,PUR22707
2023-03-01,M02,receipt,24,nos,SUP01,24456,PUR93482
2023-06-20,M06,receipt,109,Kg,SUP03,23813,PUR58405
2023-10-18,M13,issue,40,pcs,,22926,
2023-03-07,M09,receipt,144,kilograms,SUP05,23261,PUR40863
2023-11-07,M13,receipt,47,pcs,SUP07,23438,PUR78224
2023-11-18,M06,issue,72,Kg,,23162,
2023-11-12,M10,issue,477,Kg,,21511,
2023-10-17,M02,issue,17,rolls,,21579,
2023-06-08,M02,issue,38,rolls,,22573,
2023-03-17,M08,receipt,475,Kg,SUP04,22204,PUR74831
2023-01-12,M05,issue,11,roll,,24936,
2023-11-22,M11,receipt,485,kgs,SUP05,24992,PUR36353
2023-08-25,M06,issue,204,kgs,,25158,
2023-04-29,M14,receipt,29,rolls,SUP07,24361,PUR84755
2023-06-14,M13,receipt,43,rolls,SUP07,24187,PUR86385
2023-07-01,M01,issue,40,rolls,,24335,
2023-03-28,M05,issue,18,Rolls,,25780,
2023-07-05,M13,issue,18,rolls,,22031,
2023-09-13,M12,receipt,272,kg,SUP06,21713,PUR28239
2023-06-12,M01,receipt,49,rolls,SUP01,23717,PUR91026
2023-10-27,M01,issue,3,roll,,21112,
2023-06-05,M13,receipt,17,nos,SUP07,25245,PUR33132
2023-06-27,M10,receipt,174,Kg,SUP05,21131,PUR73122
2023-11-13,M09,issue,139,kg,,23568,
2023-05-30,M08,issue,202,Kg,,25422,
2023-03-11,M09,issue,128,kgs,,21858,
2023-05-06,M04,receipt,35,pcs,SUP08,24748,PUR64313
2023-01-22,M06,issue,375,KG,,22524,
2023-01-28,M09,issue,80,kilograms,,22263,
2023-03-02,M02,issue,4,nos,,22590,
2023-05-11,M11,receipt,421,Kg,SUP05,24138,PUR36390
2023-10-17,M06,receipt,457,KG,SUP03,22523,PUR73612
2023-11-17,M11,receipt,114,KG,SUP05,22922,PUR92638
2023-08-21,M01,writeoff,36,rolls,,23797,
2023-02-21,M14,issue,11,pcs,,21504,
2023-01-09,M13,issue,43,nos,,22318,
2023-04-23,M10,issue,280,kg,,24416,
2023-11-22,M07,receipt,68,kilograms,SUP03,24144,PUR96693
2023-10-06,M13,receipt,10,rolls,SUP07,25337,PUR80997
2023-07-24,M09,issue,358,kilograms,,23021,
2023-03-13,M01,receipt,29,roll,SUP08,23340,PUR41427
2023-06-08,M13,issue,43,roll,,21808,
2023-04-07,M02,receipt,19,roll,SUP09,24655,PUR34224
2023-10-31,M09,issue,369,kilograms,,22663,
2023-01-09,M03,issue,15,Rolls,,22717,
2023-11-15,M12,issue,39,KG,,22010,
2023-06-26,M02,receipt,5,pcs,SUP09,21999,PUR11313
2023-11-26,M10,issue,345,kg,,21396,
2023-09-03,M10,receipt,276,KG,SUP05,24278,PUR90702
2023-05-01,M04,receipt,41,pcs,SUP02,24299,PUR13218
2023-09-04,M07,return,122,KG,,22251,
2023-07-16,M09,issue,429,Kg,,21943,
2023-01-27,M13,issue,45,Rolls,,22775,
2023-09-24,M10,issue,304,kilograms,,23497,
2023-10-13,M03,issue,36,roll,,22073,
2023-04-04,M12,issue,47,kg,,21093,
2023-11-21,M11,return,357,Kg,,23026,
2023-10-09,M05,receipt,32,roll,SUP02,24322,PUR10512
2023-07-07,M08,issue,418,kg,,24601,
2023-08-27,M14,receipt,13,rolls,SUP07,23907,PUR32290
2023-08-20,M02,receipt,22,nos,SUP01,23449,PUR27556
2023-11-18,M06,receipt,490,kilograms,SUP03,23502,PUR85257
2023-04-17,M02,issue,1,Rolls,,23759,
2023-01-27,M05,issue,41,Rolls,,23880,
2023-02-04,M03,receipt,10,rolls,SUP09,24383,PUR32586
2023-08-18,M10,issue,192,Kg,,24236,
2023-04-20,M02,issue,4,nos,,23565,
2023-11-07,M01,receipt,50,nos,SUP01,24646,PUR37243
2023-04-03,M12,issue,188,KG,,21510,
2023-08-12,M08,issue,328,kilograms,,24123,
2023-03-26,M03,issue,19,nos,,22371,
2023-04-17,M03,issue,20,Rolls,,22152,
2023-06-27,M10,return,100,kilograms,,23230,
2023-07-23,M10,return,213,Kg,,21266,
2023-03-29,M02,receipt,47,pcs,SUP01,22264,PUR86475
2023-06-02,M12,receipt,394,kg,SUP06,22309,PUR57773
2023-08-07,M04,receipt,49,Rolls,SUP02,22946,PUR55724
2023-09-18,M07,return,288,Kg,,23133,
2023-08-12,M05,writeoff,38,nos,,23353,
2023-09-12,M11,issue,380,kgs,,21774,
2023-07-28,M06,issue,491,Kg,,24739,
2023-11-03,M01,issue,27,pcs,,24632,
2023-02-04,M05,return,24,rolls,,24286,
2023-11-12,M11,issue,457,KG,,25210,
2023-08-22,M06,issue,168,kg,,24907,
2023-07-13,M03,issue,32,pcs,,23188,
2023-10-07,M06,issue,412,kg,,24514,
2023-07-28,M05,receipt,45,rolls,SUP02,25786,PUR38884
2023-04-04,M09,receipt,200,kilograms,SUP05,21186,PUR23396
2023-08-26,M07,issue,10,Kg,,24897,
2023-03-25,M13,receipt,41,rolls,SUP07,24064,PUR33660
2023-04-05,M06,issue,297,KG,,21384,
2023-05-25,M03,receipt,45,roll,SUP09,24019,PUR27618
2023-06-15,M08,issue,464,kg,,25188,
2023-05-15,M05,receipt,31,pcs,SUP02,24467,PUR51302
2023-11-02,M11,issue,151,Kg,,23270,
2023-11-03,M13,receipt,47,Rolls,SUP07,23784,PUR39308
2023-04-27,M11,writeoff,266,Kg,,25293,
2023-11-08,M11,issue,359,kilograms,,24271,
2023-08-10,M14,receipt,23,pcs,SUP07,22040,PUR94558
2023-06-23,M11,receipt,78,KG,SUP05,24009,PUR95495
2023-03-08,M11,issue,302,kg,,24594,
2023-02-15,M01,issue,43,nos,,22086,
2023-05-08,M13,receipt,8,rolls,SUP07,21872,PUR89591
2023-08-05,M07,issue,299,kg,,23602,
2023-01-28,M10,receipt,352,Kg,SUP05,20624,PUR98153
2023-07-19,M13,issue,40,rolls,,24227,
2023-05-18,M08,return,24,kg,,25088,
2023-09-09,M12,issue,407,Kg,,23216,
2023-05-29,M04,issue,39,roll,,24108,
2023-01-09,M05,issue,11,roll,,21955,
2023-05-31,M11,receipt,458,kg,SUP05,23860,PUR81479
2023-07-28,M11,return,148,Kg,,24091,
2023-10-08,M01,receipt,12,nos,SUP08,22178,PUR14565
2023-03-03,M12,issue,464,Kg,,21581,
2023-04-15,M10,issue,199,kgs,,24032,
2023-01-02,M08,receipt,434,kgs,SUP04,24831,PUR96162
2023-07-25,M01,writeoff,43,rolls,,22585,
2023-04-19,M10,issue,427,Kg,,21024,
2023-05-15,M03,receipt,14,pcs,SUP09,22215,PUR57189
2023-10-03,M10,receipt,258,KG,SUP05,22509,PUR63638
2023-03-09,M10,receipt,222,KG,SUP05,23066,PUR59098
2023-05-09,M07,receipt,24,kilograms,SUP03,23160,PUR78644
2023-08-06,M11,issue,19,kg,,21800,
2023-07-01,M03,receipt,43,rolls,SUP01,21223,PUR91777
2023-07-07,M13,return,46,pcs,,24732,
2023-06-21,M07,receipt,115,kgs,SUP03,24262,PUR88761
2023-10-15,M05,return,41,roll,,24592,
2023-09-02,M07,issue,300,Kg,,24928,
2023-05-18,M09,receipt,364,kilograms,SUP05,21405,PUR80859
2023-09-28,M12,receipt,455,kgs,SUP06,21098,PUR83552
2023-02-14,M09,issue,379,kg,,22001,
2023-11-09,M04,receipt,43,roll,SUP02,24930,PUR37323
2023-05-01,M04,issue,18,Rolls,,21429,
2023-01-07,M11,return,459,kgs,,24862,
2023-09-08,M13,issue,32,pcs,,24708,
2023-05-06,M10,issue,258,kilograms,,23723,
2023-01-21,M14,receipt,47,pcs,SUP07,21408,PUR98482
2023-01-26,M03,issue,10,pcs,,21401,
2023-09-23,M01,issue,43,roll,,24184,
2023-06-12,M12,issue,319,kg,,23097,
2023-10-15,M09,receipt,222,kg,SUP05,24664,PUR86825
2023-01-18,M06,receipt,82,Kg,SUP03,24071,PUR91547
2023-11-20,M10,issue,271,KG,,21819,
2023-02-19,M03,issue,3,nos,,23553,
2023-12-01,M02,receipt,41,Rolls,SUP01,24145,PUR41268
2023-05-22,M08,receipt,141,KG,SUP04,21763,PUR17769
2023-08-31,M14,issue,11,pcs,,22488,
2023-02-16,M12,receipt,124,kgs,SUP06,22000,PUR55537
2023-07-29,M09,issue,93,kilograms,,24170,
2023-11-18,M03,issue,10,roll,,23171,
2023-08-03,M12,receipt,198,kilograms,SUP06,22265,PUR33027
2023-08-20,M02,issue,41,rolls,,21148,
2023-09-21,M07,issue,493,KG,,21812,
2023-01-06,M14,issue,50,nos,,23816,
2023-11-22,M07,issue,351,Kg,,24726,
2023-10-22,M04,issue,8,Rolls,,24194,
2023-06-20,M12,issue,334,kg,,24583,
2023-05-19,M02,issue,39,roll,,22473,
2023-10-24,M09,return,23,Kg,,23473,
2023-02-12,M03,receipt,19,pcs,SUP09,22743,PUR56657
2023-10-26,M05,receipt,48,roll,SUP02,24319,PUR28454
2023-03-17,M06,issue,157,kg,,23337,
2023-06-06,M05,receipt,44,Rolls,SUP02,22328,PUR57280
2023-05-12,M07,issue,10,kilograms,,25234,
2023-06-16,M05,receipt,19,rolls,SUP02,23120,PUR49998
2023-07-05,M07,receipt,168,kgs,SUP03,23495,PUR48326
2023-06-12,M12,issue,370,KG,,24721,
2023-10-01,M09,receipt,162,kgs,SUP05,22609,PUR12251
2023-01-13,M09,receipt,131,Kg,SUP05,21393,PUR83151
2023-05-02,M05,issue,7,pcs,,22803,
2023-11-08,M13,issue,32,pcs,,22940,
2023-11-12,M05,receipt,32,Rolls,SUP02,23873,PUR27367
2023-08-14,M12,receipt,195,kg,SUP06,22116,PUR31394
2023-06-12,M05,issue,46,rolls,,22720,
2023-04-18,M14,receipt,49,roll,SUP07,21529,PUR47745
2023-04-28,M08,issue,477,kgs,,22218,
2023-02-05,M01,issue,31,pcs,,22265,
2023-01-26,M04,receipt,28,rolls,SUP02,22063,PUR40767
2023-11-06,M10,return,349,kilograms,,23181,
2023-08-22,M09,return,125,KG,,24972,
2023-01-01,M06,issue,184,kilograms,,25085,
2023-11-24,M09,issue,197,kgs,,22516,
2023-04-02,M11,return,493,kgs,,22683,
2023-09-28,M03,return,18,pcs,,23937,
2023-02-21,M13,receipt,36,rolls,SUP07,23690,PUR76505
2023-10-24,M10,receipt,373,kilograms,SUP05,23349,PUR79175
2023-11-05,M02,return,18,pcs,,21671,
2023-10-14,M09,issue,156,KG,,21609,
2023-07-30,M13,receipt,13,roll,SUP07,22368,PUR54486
2023-04-11,M04,receipt,19,Rolls,SUP08,23405,PUR22948
2023-03-07,M13,receipt,18,rolls,SUP07,21753,PUR34280
2023-04-11,M05,issue,2,rolls,,24397,
2023-08-24,M11,issue,67,KG,,23296,
2023-05-31,M04,issue,1,Rolls,,23789,
2023-09-12,M09,receipt,166,KG,SUP05,22099,PUR75893
2023-01-15,M04,receipt,8,nos,SUP02,24764,PUR20952
2023-11-14,M03,issue,38,pcs,,22428,
2023-01-26,M10,writeoff,165,KG,,24100,
2023-09-15,M02,receipt,31,Rolls,SUP01,24063,PUR46828
2023-07-04,M05,receipt,3,Rolls,SUP02,23691,PUR84781
2023-02-09,M10,receipt,83,Kg,SUP05,23955,PUR21175
2023-10-17,M02,return,32,nos,,23004,
2023-08-07,M10,issue,193,kgs,,24112,
2023-10-01,M01,return,4,rolls,,22375,
2023-01-11,M05,issue,30,Rolls,,23679,
2023-03-06,M07,issue,59,KG,,22972,
2023-08-30,M03,issue,6,roll,,20760,
2023-07-17,M01,issue,49,nos,,23051,
2023-06-09,M06,receipt,309,KG,SUP03,24522,PUR94266
2023-08-19,M04,receipt,48,rolls,SUP08,23935,PUR57985
2023-07-18,M09,issue,450,KG,,21251,
2023-10-31,M03,issue,35,rolls,,21311,
2023-08-31,M04,issue,22,Rolls,,24476,
2023-11-02,M02,issue,3,pcs,,23976,
2023-02-14,M14,issue,10,rolls,,22687,
2023-01-13,M03,issue,3,roll,,22231,
2023-05-31,M13,receipt,47,pcs,SUP07,25367,PUR98668
2023-03-20,M06,issue,91,kilograms,,22668,
2023-07-21,M05,receipt,49,roll,SUP02,24770,PUR74790
2023-02-09,M07,issue,318,kgs,,21756,
2023-11-01,M05,issue,14,rolls,,23463,
2023-05-25,M06,issue,436,KG,,25147,
2023-05-11,M04,issue,28,nos,,22946,
2023-03-06,M14,issue,27,Rolls,,24861,
2023-02-07,M12,receipt,165,kgs,SUP06,23724,PUR87075
2023-07-02,M01,issue,11,roll,,23947,
2023-03-29,M03,issue,24,rolls,,23106,
2023-03-17,M13,issue,19,roll,,24022,
2023-07-12,M08,receipt,127,Kg,SUP04,23595,PUR90921
2023-07-23,M14,return,45,rolls,,23777,
2023-09-19,M04,issue,32,pcs,,24833,
2023-08-08,M04,issue,8,rolls,,22521,
2023-05-01,M07,receipt,318,kilograms,SUP03,22896,PUR22048
2023-11-24,M02,receipt,18,roll,SUP01,24254,PUR43432
2023-01-12,M01,issue,14,roll,,24293,
2023-02-01,M11,receipt,222,kilograms,SUP05,25187,PUR79628
2023-06-23,M13,receipt,46,pcs,SUP07,24612,PUR56175
2023-04-25,M09,receipt,143,kgs,SUP05,22370,PUR93053
2023-11-10,M09,issue,304,kgs,,23371,
2023-09-05,M13,receipt,9,roll,SUP07,22978,PUR31236
2023-01-30,M11,receipt,119,Kg,SUP05,23331,PUR72578
2023-05-11,M06,issue,263,kilograms,,24962,
2023-02-01,M11,receipt,277,kgs,SUP05,25286,PUR73072
2023-04-30,M03,receipt,49,rolls,SUP01,22755,PUR53719
2023-07-26,M09,issue,277,kgs,,23820,
2023-11-01,M13,return,24,roll,,21990,
2023-11-05,M02,receipt,44,Rolls,SUP01,24638,PUR47146
2023-11-27,M07,receipt,325,kilograms,SUP03,23809,PUR70838
2023-08-13,M06,issue,20,kg,,24925,
2023-11-15,M01,receipt,40,roll,SUP08,23474,PUR34973
2023-10-14,M06,issue,189,kgs,,23186,
2023-04-03,M01,issue,37,rolls,,23792,
2023-04-24,M04,issue,5,rolls,,22277,
2023-05-21,M05,receipt,40,rolls,SUP02,25810,PUR30671
2023-05-28,M12,receipt,346,kg,SUP06,21321,PUR66016
2023-01-08,M08,issue,300,kgs,,24817,
2023-09-26,M12,issue,146,kilograms,,21250,
2023-08-22,M02,writeoff,13,rolls,,24552,
2023-09-06,M01,receipt,40,rolls,SUP01,22733,PUR79340
2023-08-23,M05,issue,4,pcs,,24147,
2023-04-30,M08,receipt,120,kgs,SUP04,25597,PUR64545
2023-03-15,M13,receipt,23,nos,SUP07,24043,PUR74269
2023-01-25,M05,issue,3,rolls,,21953,
2023-11-30,M07,receipt,250,kgs,SUP03,22575,PUR10212
2023-01-29,M10,receipt,272,kg,SUP05,21495,PUR58548
2023-07-23,M11,receipt,390,kgs,SUP05,25305,PUR81326
2023-01-02,M01,issue,22,pcs,,24071,
2023-01-21,M04,receipt,32,rolls,SUP02,21351,PUR23138
2023-03-13,M01,return,47,Rolls,,21328,
2023-10-14,M03,receipt,40,Rolls,SUP09,20831,PUR22556
2023-03-04,M14,receipt,49,rolls,SUP07,24873,PUR59650
2023-05-18,M10,issue,67,kilograms,,20634,
2023-08-26,M13,issue,40,nos,,23669,
2023-01-21,M08,receipt,154,kg,SUP04,24134,PUR20401
2023-08-06,M02,receipt,12,Rolls,SUP01,23217,PUR29897
2023-07-15,M06,issue,405,Kg,,21886,
2023-09-17,M10,return,72,kgs,,22385,
2023-02-02,M08,issue,20,kgs,,25173,
